# CALIFAID    GALAXY_NAME              X_CENTER      Y_CENTER      APERTURE(")  
  CALIFA442   IC2951                   236.1820068   255.8569946   55.0         
  CALIFA443   NGC3832                  219.427002    216.0119934   60.0         
  CALIFA444   UGC06697                 224.5480042   221.9869995   55.0         
  CALIFA445   NGC3842                  218.572998    216.8659973   55.0         
  CALIFA446   NGC3853                  216.8659973   225.401001    55.0         
  CALIFA447   NGC3862                  217.6100006   218.8500061   55.0         
  CALIFA448   NGC3867                  216.0130005   217.7189941   55.0         
  CALIFA449   NGC3869                  221.1340027   217.7189941   55.0         
  CALIFA450   NGC3872                  217.7200012   219.4259949   55.0         
  CALIFA451   NGC3884                  217.7200012   220.2810059   55.0         
  CALIFA452   NGC3883                  219.9279938   220.7830048   65.0         
  CALIFA453   NGC3886                  142.9360046   219.0720062   55.0         
  CALIFA454   UGC06758                 218.572998    217.7189941   55.0         
  CALIFA455   NGC3888                  219.0720062   220.7830048   55.0         
  CALIFA456   NGC3891                  219.0720062   217.3609924   55.0         
  CALIFA457   UGC06774                 219.0720062   220.7830048   55.0         
  CALIFA458   NGC3897                  217.7200012   216.8659973   50.0         
  CALIFA459   UGC06791                 217.7200012   212.5980072   55.0         
  CALIFA460   UGC06794                 216.8659973   218.572998    55.0         
  CALIFA462   NGC3899                  220.6410065   216.4810028   50.0         
  CALIFA463   NGC3916                  219.9279938   220.7830048   55.0         
  CALIFA464   NGC3921                  217.3609924   222.4940033   55.0         
  CALIFA465   UGC06845                 220.7830048   218.2160034   55.0         
  CALIFA466   NGC3937                  219.0720062   217.3609924   40.0         
  CALIFA467   NGC3944                  276.6119995   340.6260071   55.0         
  CALIFA468   NGC3947                  197.2350006   217.7189941   55.0         
  CALIFA469   IC2973                   218.572998    218.572998    55.0         
  CALIFA470   NGC3958                  221.9869995   215.1589966   55.0         
  CALIFA471   UGC06891                 222.4940033   218.2160034   55.0         
  CALIFA472   NGC3968                  219.9279938   220.7830048   60.0         
  CALIFA473   UGC06905                 220.7830048   218.2160034   55.0         
  CALIFA474   NGC3987                  225.0610046   219.0720062   60.0         
  CALIFA475   NGC3991                  219.9279938   219.927002    55.0         
  CALIFA476   NGC3994                  221.6390076   219.927002    43.0         
  CALIFA477   NGC3993                  221.9869995   218.572998    35.0         
  CALIFA478   NGC3995                  221.1340027   215.1589966   48.0         
  CALIFA479   NGC4003                  220.7830048   219.927002    55.0         
  CALIFA480   NGC4002                  221.6390076   219.927002    55.0         
  CALIFA481   NGC4008                  220.2799988   218.572998    55.0         
  CALIFA482   NGC4012                  220.2799988   218.572998    55.0         
  CALIFA483   NGC4018                  219.0720062   219.0720062   55.0         
  CALIFA484   NGC4015NED01             217.3609924   203.673996    55.0         
  CALIFA485   NGC4017                  218.2169952   219.0720062   55.0         
  CALIFA486   UGC07012                 220.7830048   218.2160034   55.0         
  CALIFA487   UGC07017                 219.0720062   218.2160034   55.0         
  CALIFA488   UGC07016                 219.9279938   219.0720062   55.0         
  CALIFA489   NGC4047                  219.9279938   219.0720062   55.0         
  CALIFA490   UGC07031                 131.8150024   219.927002    55.0         
  CALIFA492   SDSSJ120353.51+252556.6  221.6390076   219.927002    50.0         
  CALIFA493   NGC4070                  219.9279938   216.5050049   55.0         
  CALIFA494   NGC4078                  220.7830048   218.2160034   55.0         
  CALIFA495   UGC07082                 218.2169952   217.3609924   50.0         
  CALIFA496   UGC07100                 218.572998    219.4259949   55.0         
  CALIFA497   NGC4131                  392.7330017   332.848999    55.0         
  CALIFA498   NGC4134                  217.7200012   221.1329956   55.0         
  CALIFA499   UGC07141                 218.2169952   218.2160034   55.0         
  CALIFA500   UGC07145                 219.9279938   217.3609924   55.0         
  CALIFA501   NGC4148                  221.1340027   220.2799988   50.0         
  CALIFA502   NGC4149                  217.7200012   71.7679977    40.0         
  CALIFA503   NGC4155                  221.1340027   212.5980072   55.0         
  CALIFA504   UGC07180                 220.7830048   217.3609924   55.0         
  CALIFA505   UGC07179                 219.0720062   219.0720062   55.0         
  CALIFA506   NGC4158                  221.6390076   217.3609924   55.0         
  CALIFA507   IC0768                   226.7720032   218.2160034   40.0         
  CALIFA508   NGC4162                  220.7830048   216.5059967   45.0         
  CALIFA509   NGC4168                  216.8659973   216.8659973   45.0         
  CALIFA510   NGC4169                  223.3500061   218.2160034   45.0         
  CALIFA511   NGC4175                  213.4519958   216.8659973   45.0         
  CALIFA512   IC0769                   220.2799988   218.572998    55.0         
  CALIFA513   NGC4180                  216.5059967   217.3609924   55.0         
  CALIFA514   IC3046                   222.8410034   186.9940033   55.0         
  CALIFA515   NGC4185                  217.7200012   220.2799988   55.0         
  CALIFA516   NGC4191                  220.2799988   221.9869995   45.0         
  CALIFA517   NGC4200                  219.0720062   216.5059967   55.0         
  CALIFA518   NGC4210                  218.572998    216.0119934   55.0         
  CALIFA519   UGC07270                 220.7830048   219.0720062   55.0         
  CALIFA520   NGC4211NED02             217.7200012   220.2799988   55.0         
  CALIFA521   NGC4213                  423.5289917   367.0679932   55.0         
  CALIFA522   UGC07286                 219.9279938   219.0720062   55.0         
  CALIFA523   NGC4227                  217.7200012   217.7189941   45.0         
  CALIFA524   NGC4238                  219.427002    220.2799988   55.0         
  CALIFA525   NGC4233                  219.9279938   218.2160034   55.0         
  CALIFA526   2MASXJ12170922+1227142   221.9869995   209.1840057   3.0          
  CALIFA527   NGC4256                  219.9279938   122.4049988   65.0         
  CALIFA528   IC0776                   216.5059967   220.7830048   55.0         
  CALIFA529   UGC07358                 219.427002    218.572998    55.0         
  CALIFA530   UGC07367                 222.8410034   213.4519958   30.0         
  CALIFA531   NGC4272                  219.427002    219.4259949   55.0         
  CALIFA532   NGC4284                  218.2169952   217.3609924   55.0         
  CALIFA533   NGC4290                  220.7830048   219.0720062   70.0         
  CALIFA534   UGC07416                 219.9279938   217.3609924   55.0         
  CALIFA535   IC3203                   219.9279938   219.0720062   55.0         
  CALIFA536   NGC4305                  72.7870026    368.7789917   55.0         
  CALIFA537   NGC4306                  220.7830048   218.2160034   55.0         
  CALIFA538   NGC4351                  219.0720062   216.5059967   50.0         
  CALIFA539   NGC4352                  381.6109924   30.0130005    55.0         
  CALIFA540   IC3300                   219.0720062   219.0720062   55.0         
  CALIFA541   IC3305                   219.0720062   219.0720062   55.0         
  CALIFA542   NGC4383                  222.4940033   215.6499939   70.0         
  CALIFA543   NGC4405                  219.9279938   217.3609924   55.0         
  CALIFA544   IC3376                   219.0720062   217.3609924   55.0         
  CALIFA545   NGC4450                  223.3500061   222.4940033   60.0         
  CALIFA546   IC3392                   221.6390076   218.2160034   55.0         
  CALIFA547   IC0796                   218.572998    217.7189941   55.0         
  CALIFA548   NGC4470                  216.8659973   216.8659973   55.0         
  CALIFA549   NGC4475                  219.9279938   217.3609924   55.0         
  CALIFA550   NGC4474                  216.0130005   221.1329956   55.0         
  CALIFA551   NGC4476                  222.4940033   217.3609924   55.0         
  CALIFA552   NGC4500                  219.9279938   216.5059967   70.0         
  CALIFA553   NGC4495                  216.0130005   218.572998    55.0         
  CALIFA554   IC3453                   218.572998    216.0119934   55.0         
  CALIFA555   IC0797                   221.9869995   220.2799988   55.0         
  CALIFA556   IC0800                   219.427002    217.7189941   55.0         
  CALIFA557   NGC4545                  216.0130005   217.7189941   55.0         
  CALIFA558   UGC07740                 218.572998    219.4259949   55.0         
  CALIFA559   NGC4555                  217.7200012   121.2720032   55.0         
  CALIFA560   NGC4556                  280.026001    43.6020012    55.0         
  CALIFA561   NGC4570                  219.9279938   217.3609924   55.0         
  CALIFA562   IC3598                   219.427002    217.7189941   35.0         
  CALIFA563   NGC4578                  216.5059967   219.0720062   55.0         
  CALIFA564   UGC07799                 223.3500061   218.2169952   40.0         
  CALIFA565   NGC4584                  217.3609924   219.0720062   55.0         
  CALIFA566   NGC4598                  380.756012    338.8380127   55.0         
  CALIFA567   UGC07848                 221.6390076   219.0720062   55.0         
  CALIFA568   NGC4612                  219.9279938   215.6499939   55.0         
  CALIFA569   NGC4644                  221.1340027   217.7189941   40.0         
  CALIFA570   NGC4644B                 219.0720062   217.3609924   35.59        
  CALIFA571   NGC4641                  157.1199951   219.4259949   55.0         
  CALIFA572   IC3704                   219.9279938   217.3609924   55.0         
  CALIFA573   UGC07904                 220.7830048   215.6499939   55.0         
  CALIFA574   UGC07922                 216.8659973   216.0119934   55.0         
  CALIFA575   NGC4675                  218.2169952   218.2160034   55.0         
  CALIFA576   UGC07941                 218.572998    217.7189941   55.0         
  CALIFA577   NGC4676                  217.3609924   213.9389954   55.0         
  CALIFA578   NGC4686                  219.9279938   218.2160034   55.0         
  CALIFA579   UGC07959                 219.9279938   216.5059967   55.0         
  CALIFA580   NGC4711                  218.2169952   219.927002    55.0         
  CALIFA581   UGC08004                 218.2169952   216.5059967   55.0         
  CALIFA582   NGC4746                  214.7949982   215.6499939   55.0         
  CALIFA583   NGC4779                  216.0130005   222.8399963   55.0         
  CALIFA584   UGC08025                 220.7830048   220.7830048   55.0         
  CALIFA585   UGC08040                 217.7200012   216.8659973   55.0         
  CALIFA586   NGC4795                  219.0720062   219.0720062   55.0         
  CALIFA587   IC0836                   221.1340027   216.0119934   55.0         
  CALIFA588   NGC4816                  128.1009979   32.5060005    55.0         
  CALIFA589   NGC4841A                 217.3609924   217.3609924   55.0         
  CALIFA590   NGC4846                  218.572998    219.4259949   55.0         
  CALIFA591   NGC4859                  218.572998    219.4259949   55.0         
  CALIFA593   UGC08107                 221.1340027   219.4259949   55.0         
  CALIFA594   NGC4892                  432.9400024   331.1380005   55.0         
  CALIFA595   NGC4895                  220.7830048   218.2160034   35.0         
  CALIFA596   UGC08119                 221.1340027   218.572998    35.0         
  CALIFA597   IC0843                   219.9279938   219.927002    55.0         
  CALIFA598   IC4088                   219.9279938   217.3609924   55.0         
  CALIFA599   NGC4931                  219.0720062   106.1500015   35.0         
  CALIFA600   NGC4944                  219.0720062   217.3609924   35.0         
  CALIFA601   NGC4952                  186.1399994   217.7189941   55.0         
  CALIFA602   NGC4956                  221.6390076   213.9389954   55.0         
  CALIFA603   NGC4961                  218.572998    215.1589966   50.0         
  CALIFA604   NGC4978                  219.9279938   217.3609924   55.0         
  CALIFA605   IC4202                   219.0720062   218.2160034   55.0         
  CALIFA606   UGC08231                 227.1089935   214.3049927   50.0         
  CALIFA607   UGC08234                 222.4940033   215.6499939   30.0         
  CALIFA608   NGC5000                  219.427002    216.0119934   50.0         
  CALIFA609   UGC08250                 220.7830048   218.2160034   55.0         
  CALIFA610   UGC08267                 220.7830048   218.2160034   55.0         
  CALIFA611   NGC5016                  220.2799988   217.7189941   55.0         
  CALIFA612   NGC5029                  217.3609924   219.927002    55.0         
  CALIFA613   UGC08322                 219.427002    217.7189941   55.0         
  CALIFA614   NGC5056                  221.1340027   217.7189941   55.0         
  CALIFA615   IC4215                   219.427002    219.4259949   55.0         
  CALIFA616   NGC5057                  128.673996    216.8569946   30.0         
  CALIFA617   NGC5081                  219.9279938   219.0720062   55.0         
  CALIFA618   IC0881                   215.6499939   216.5059967   55.0         
  CALIFA619   IC4225                   221.1340027   217.7189941   55.0         
  CALIFA620   NGC5127                  218.2169952   216.5059967   55.0         
  CALIFA621   NGC5125                  219.0720062   216.5059967   55.0         
  CALIFA622   NGC5129                  219.0720062   219.0720062   30.0         
  CALIFA623   UGC08451                 217.3609924   218.2160034   55.0         
  CALIFA624   NGC5157                  219.0720062   219.0720062   55.0         
  CALIFA625   UGC08457                 220.2799988   216.8659973   55.0         
  CALIFA626   NGC5169                  215.1589966   217.7189941   55.0         
  CALIFA627   NGC5166                  222.8410034   216.8659973   40.0         
  CALIFA628   2MASXJ13283353+4655382   213.4519958   216.0119934   55.0         
  CALIFA629   NGC5165                  220.9400024   136.1699982   3.0          
  CALIFA630   NGC5205                  219.0720062   219.927002    55.0         
  CALIFA631   NGC5198                  219.427002    217.7189941   55.0         
  CALIFA632   UGC08498                 218.2169952   219.927002    55.0         
  CALIFA633   NGC5216                  219.427002    218.572998    55.0         
  CALIFA634   NGC5218                  221.9869995   216.0119934   65.0         
  CALIFA635   NGC5207                  218.572998    216.8659973   55.0         
  CALIFA636   NGC5208                  219.9279938   218.2160034   55.0         
  CALIFA637   NGC5210                  219.0720062   218.2160034   55.0         
  CALIFA638   UGC08539                 218.572998    221.9869995   55.0         
  CALIFA639   NGC5223                  219.427002    219.4259949   55.0         
  CALIFA640   IC0900                   214.7949982   216.5059967   55.0         
  CALIFA641   NGC5222NED01             211.7449951   220.2799988   55.0         
  CALIFA642   UGC08564                 220.2799988   216.0119934   55.0         
  CALIFA643   NGC5233                  216.8659973   217.7189941   55.0         
  CALIFA644   NGC5240                  219.427002    65.7929993    35.0         
  CALIFA645   IC0902                   219.427002    217.7189941   55.0         
  CALIFA646   NGC5250                  219.427002    219.4259949   55.0         
  CALIFA647   UGC08600                 218.2169952   218.2160034   55.0         
  CALIFA648   NGC5249                  217.7200012   216.0119934   55.0         
  CALIFA649   UGC08633                 222.4940033   213.0839996   55.0         
  CALIFA650   NGC5263                  220.2799988   216.0119934   55.0         
  CALIFA651   NGC5267                  219.0720062   219.0720062   55.0         
  CALIFA652   UGC08662                 220.2799988   216.8659973   55.0         
  CALIFA653   NGC5289                  218.2169952   217.3609924   65.0         
  CALIFA654   NGC5308                  222.8410034   216.0119934   55.0         
  CALIFA655   UGC08726                 219.0720062   218.2160034   55.0         
  CALIFA656   NGC5305                  220.2799988   218.572998    50.0         
  CALIFA657   UGC08733                 219.427002    216.8659973   55.0         
  CALIFA658   UGC08739                 218.2169952   218.2160034   55.0         
  CALIFA659   NGC5320                  217.7200012   216.8659973   55.0         
  CALIFA660   NGC5318NED01             220.2799988   215.1589966   50.0         
  CALIFA661   IC4336                   218.572998    216.8659973   55.0         
  CALIFA662   NGC5326                  217.7200012   218.572998    55.0         
  CALIFA663   IC0944                   218.572998    215.1589966   45.0         
  CALIFA664   UGC08778                 222.4940033   216.5059967   55.0         
  CALIFA665   UGC08781                 217.3609924   217.3609924   55.0         
  CALIFA666   UGC08794                 219.427002    218.572998    55.0         
  CALIFA667   NGC5349                  220.2799988   219.4259949   50.0         
  CALIFA668   UGC08806                 221.6390076   216.5059967   55.0         
  CALIFA669   NGC5347                  221.6390076   217.3609924   80.0         
  CALIFA670   NGC5350                  224.2050018   216.5059967   75.0         
  CALIFA671   NGC5353                  219.9279938   216.5059967   35.0         
  CALIFA672   NGC5376                  216.8659973   218.572998    60.0         
  CALIFA673   NGC5379                  217.7200012   217.7189941   55.0         
  CALIFA674   IC0959                   223.6940002   221.9869995   55.0         
  CALIFA675   UGC08858                 219.427002    218.572998    3.0          
  CALIFA676   NGC5378                  221.1340027   215.1589966   55.0         
  CALIFA677   UGC08873                 218.572998    216.0119934   55.0         
  CALIFA678   UGC08881                 219.0720062   216.5059967   50.0         
  CALIFA679   NGC5402                  219.9279938   219.927002    45.0         
  CALIFA680   NGC5394                  216.8659973   222.8399963   55.0         
  CALIFA681   UGC08896                 225.0610046   216.5059967   55.0         
  CALIFA682   UGC08902                 219.9279938   217.3609924   43.0         
  CALIFA683   NGC5401                  80.4860001    113.848999    55.0         
  CALIFA684   NGC5406                  219.0720062   218.2160034   55.0         
  CALIFA685   NGC5425                  213.9400024   212.2279968   35.0         
  CALIFA686   NGC5421NED02             224.5480042   233.0829926   55.0         
  CALIFA687   NGC5409                  219.9279938   219.0720062   50.0         
  CALIFA688   NGC5439                  178.0099945   218.2160034   55.0         
  CALIFA689   NGC5411                  217.3609924   213.9389954   55.0         
  CALIFA690   NGC5443                  221.9869995   215.1589966   55.0         
  CALIFA691   NGC5417                  221.1340027   221.1329956   55.0         
  CALIFA692   NGC5433                  217.3609924   217.3609924   55.0         
  CALIFA693   UGC08955                 219.427002    217.7189941   55.0         
  CALIFA694   UGC08960                 219.9279938   218.2160034   55.0         
  CALIFA695   NGC5423                  62.5219994    48.8339996    55.0         
  CALIFA696   NGC5448                  208.3309937   215.1589966   80.0         
  CALIFA697   UGC08988                 218.2169952   219.0720062   55.0         
  CALIFA698   NGC5444                  219.0720062   218.2160034   35.0         
  CALIFA699   NGC5434B                 219.0720062   218.2160034   47.0         
  CALIFA700   NGC5445                  219.0720062   219.0720062   55.0         
  CALIFA701   NGC5436                  240.4589996   226.7709961   55.0         
  CALIFA702   UGC08984                 390.1659851   63.3769989    55.0         
  CALIFA703   NGC5473                  220.7830048   216.5059967   55.0         
  CALIFA704   NGC5454                  225.401001    217.7200012   40.0         
  CALIFA705   NGC5475                  219.427002    219.4259949   50.0         
  CALIFA706   UGC09014                 221.6390076   219.927002    50.0         
  CALIFA707   NGC5480                  217.7200012   217.7200012   55.0         
  CALIFA708   NGC5485                  218.2169952   214.7949982   55.0         
  CALIFA709   NGC5482                  172.4839935   216.8659973   55.0         
  CALIFA710   NGC5490                  219.9279938   216.5059967   35.0         
  CALIFA711   UGC09071                 225.9160004   216.5059967   45.0         
  CALIFA712   NGC5492                  219.0720062   217.3609924   55.0         
  CALIFA713   UGC09080                 218.2169952   224.2050018   55.0         
  CALIFA714   UGC09067                 219.0720062   218.2160034   55.0         
  CALIFA715   NGC5520                  220.2799988   214.3049927   55.0         
  CALIFA716   NGC5513                  223.3500061   222.4940033   55.0         
  CALIFA717   UGC09110                 220.2799988   215.1589966   55.0         
  CALIFA718   UGC09113                 219.9279938   217.3609924   55.0         
  CALIFA719   NGC5519                  218.2169952   215.6499939   55.0         
  CALIFA720   NGC5522                  216.5059967   216.5059967   55.0         
  CALIFA721   UGC09117                 220.2799988   216.8659973   30.0         
  CALIFA722   UGC09121                 219.9279938   216.5059967   55.0         
  CALIFA723   NGC5525                  219.0720062   218.2160034   55.0         
  CALIFA724   NGC5533                  221.6390076   216.5059967   65.0         
  CALIFA725   IC0995                   216.5059967   213.9389954   55.0         
  CALIFA726   NGC5532                  219.9279938   216.5059967   55.0         
  CALIFA727   NGC5546                  217.7200012   219.4259949   55.0         
  CALIFA728   IC0994                   126.6819992   217.3609924   55.0         
  CALIFA729   NGC5557                  220.2799988   216.8659973   55.0         
  CALIFA730   NGC5549                  218.2169952   215.6499939   55.0         
  CALIFA731   UGC09165                 220.2799988   219.427002    55.0         
  CALIFA732   NGC5559                  218.2169952   218.2160034   60.0         
  CALIFA733   UGC09182                 220.2799988   218.572998    55.0         
  CALIFA735   UGC09199                 219.9279938   219.927002    55.0         
  CALIFA736   NGC5587                  221.6390076   215.6499939   55.0         
  CALIFA737   NGC5602                  220.2799988   216.8659973   35.0         
  CALIFA738   NGC5598                  220.2799988   216.8659973   55.0         
  CALIFA739   NGC5611                  219.0720062   215.6499939   35.0         
  CALIFA740   NGC5614                  215.6499939   220.7830048   55.0         
  CALIFA741   NGC5616                  219.0720062   217.3609924   55.0         
  CALIFA742   NGC5610                  223.3500061   216.5059967   65.0         
  CALIFA743   NGC5622                  219.9279938   215.6499939   55.0         
  CALIFA744   NGC5631                  221.6390076   219.927002    55.0         
  CALIFA745   UGC09253                 220.7830048   218.2160034   55.0         
  CALIFA746   NGC5623                  220.7830048   219.927002    55.0         
  CALIFA747   UGC09262                 220.2799988   218.572998    55.0         
  CALIFA748   NGC5633                  220.2799988   219.4259949   55.0         
  CALIFA749   NGC5630                  221.1340027   218.572998    55.0         
  CALIFA750   NGC5635                  205.7709961   216.8659973   55.0         
  CALIFA751   UGC09291                 220.2799988   213.4519958   55.0         
  CALIFA752   NGC5642                  220.2799988   216.0119934   30.0         
  CALIFA753   NGC5656                  220.2799988   216.8659973   60.0         
  CALIFA754   NGC5657                  219.0720062   216.5059967   55.0         
  CALIFA755   NGC5659                  217.3609924   219.927002    55.0         
  CALIFA756   NGC5665                  218.2169952   218.2160034   60.0         
  CALIFA757   NGC5675                  223.6940002   218.572998    50.0         
  CALIFA758   NGC5682                  218.572998    217.7189941   40.0         
  CALIFA759   NGC5687                  220.7830048   217.3609924   55.0         
  CALIFA760   NGC5689                  216.8659973   217.7189941   55.0         
  CALIFA761   NGC5684                  219.9279938   219.0720062   55.0         
  CALIFA762   UGC09401                 220.2799988   219.4259949   55.0         
  CALIFA763   NGC5714                  219.0720062   219.927002    55.0         
  CALIFA764   NGC5720                  217.3609924   215.6499939   55.0         
  CALIFA765   UGC09448                 219.427002    220.2799988   35.0         
  CALIFA766   NGC5730                  217.7200012   218.572998    55.0         
  CALIFA767   NGC5731                  217.7200012   219.4259949   55.0         
  CALIFA768   NGC5732                  220.7830048   118.9830017   45.0         
  CALIFA769   UGC09476                 217.3609924   219.0720062   55.0         
  CALIFA770   NGC5739                  221.9869995   216.0119934   55.0         
  CALIFA771   NGC5735                  218.572998    219.4259949   55.0         
  CALIFA772   UGC09492                 220.2799988   215.1589966   55.0         
  CALIFA773   UGC09518                 219.9279938   215.6499939   55.0         
  CALIFA774   UGC09537                 218.2169952   215.6499939   75.0         
  CALIFA775   UGC09542                 214.3059998   216.8659973   55.0         
  CALIFA776   UGC09539                 21.4589996    370.4899902   55.0         
  CALIFA777   NGC5772                  218.2169952   218.2160034   55.0         
  CALIFA778   NGC5784                  216.5059967   218.2160034   45.0         
  CALIFA779   UGC09598                 216.5059967   217.3609924   55.0         
  CALIFA780   NGC5797                  128.1009979   221.1329956   25.0         
  CALIFA781   IC1079                   26.5319996    380.7409973   55.0         
  CALIFA782   UGC09629                 220.7830048   218.2160034   35.0         
  CALIFA783   UGC09665                 217.3609924   219.0720062   55.0         
  CALIFA784   NGC5829                  219.9279938   215.6499939   40.0         
  CALIFA785   UGC09711                 219.427002    216.0119934   40.0         
  CALIFA787   NGC5876                  222.8410034   215.1589966   55.0         
  CALIFA788   UGC09759                 221.9869995   222.8399963   35.0         
  CALIFA789   NGC5888                  219.0720062   215.6499939   50.0         
  CALIFA790   UGC09777                 222.4940033   156.6230011   55.0         
  CALIFA791   NGC5908                  219.0720062   218.2160034   70.0         
  CALIFA792   UGC09842                 218.2169952   217.3609924   55.0         
  CALIFA793   UGC09849                 221.6390076   221.6380005   55.0         
  CALIFA794   NGC5928                  219.427002    213.4519958   40.0         
  CALIFA795   NGC5930                  156.2319946   149.7290039   85.0         
  CALIFA796   NGC5934                  216.8659973   219.4259949   45.0         
  CALIFA797   UGC09873                 222.4940033   219.0720062   50.0         
  CALIFA798   UGC09892                 218.572998    217.7189941   55.0         
  CALIFA799   NGC5951                  217.7200012   218.572998    60.0         
  CALIFA800   UGC09901                 218.572998    217.7189941   55.0         
  CALIFA801   NGC5953                  209.1849976   225.401001    90.0         
  CALIFA802   ARP220                   219.9279938   143.7910004   100.0        
  CALIFA803   NGC5957                  213.0839996   218.2160034   55.0         
  CALIFA804   NGC5971                  221.6390076   219.927002    55.0         
  CALIFA805   UGC09919                 217.7200012   216.0119934   40.0         
  CALIFA806   NGC5966                  217.3609924   217.3609924   35.0         
  CALIFA807   IC4566                   221.9869995   216.8659973   40.0         
  CALIFA808   UGC09937                 219.9279938   219.927002    55.0         
  CALIFA809   NGC5987                  221.9869995   216.8659973   60.0         
  CALIFA810   NGC5980                  219.427002    220.2799988   55.0         
  CALIFA811   UGC10043                 218.572998    214.3049927   55.0         
  CALIFA812   UGC10042                 219.427002    218.572998    55.0         
  CALIFA813   NGC6004                  83.413002     91.9169998    50.0         
  CALIFA814   UGC10097                 218.2169952   218.2160034   55.0         
  CALIFA815   NGC6020                  218.572998    218.572998    55.0         
  CALIFA816   NGC6021                  219.9279938   207.095993    55.0         
  CALIFA817   IC1151                   218.2169952   130.9589996   55.0         
  CALIFA818   UGC10123                 219.427002    217.7189941   55.0         
  CALIFA819   NGC6027                  224.2050018   209.6620026   55.0         
  CALIFA820   NGC6032                  218.2169952   221.6380005   55.0         
  CALIFA821   NGC6060                  219.427002    216.0119934   55.0         
  CALIFA822   UGC10205                 221.1340027   218.572998    55.0         
  CALIFA823   NGC6063                  218.2169952   219.0720062   55.0         
  CALIFA824   IC1199                   216.8659973   217.7189941   50.0         
  CALIFA825   UGC10257                 217.7200012   216.0119934   55.0         
  CALIFA826   NGC6081                  217.7200012   126.3939972   55.0         
  CALIFA827   UGC10297                 219.9279938   219.927002    55.0         
  CALIFA828   UGC10331                 221.6390076   220.7830048   55.0         
  CALIFA829   NGC6125                  219.427002    216.0119934   55.0         
  CALIFA830   UGC10337                 221.9869995   217.7189941   55.0         
  CALIFA831   NGC6132                  217.7200012   223.6940002   55.0         
  CALIFA832   NGC6146                  219.427002    218.572998    30.0         
  CALIFA833   NGC6154                  218.572998    216.8659973   55.0         
  CALIFA834   UGC10380                 218.572998    218.572998    30.0         
  CALIFA835   NGC6150                  218.2169952   218.2160034   20.0         
  CALIFA836   NGC6155                  218.572998    218.572998    60.0         
  CALIFA837   UGC10384                 220.2799988   220.2799988   55.0         
  CALIFA838   UGC10388                 218.2169952   219.0720062   55.0         
  CALIFA839   NGC6166NED01             225.401001    216.0119934   55.0         
  CALIFA840   NGC6173                  220.2799988   220.2799988   55.0         
  CALIFA841   NGC6168                  213.0839996   217.3609924   50.0         
  CALIFA842   NGC6186                  219.427002    217.7189941   55.0         
  CALIFA843   UGC10650                 218.572998    222.8399963   50.0         
  CALIFA844   NGC6278                  218.572998    216.0119934   50.0         
  CALIFA845   UGC10693                 218.2169952   219.927002    3.0          
  CALIFA846   UGC10695                 217.3609924   213.0839996   40.0         
  CALIFA847   UGC10710                 218.2169952   219.072998    55.0         
  CALIFA848   NGC6310                  220.7830048   219.927002    55.0         
  CALIFA849   NGC6301                  219.9279938   214.7949982   55.0         
  CALIFA850   NGC6314                  162.2409973   218.572998    55.0         
  CALIFA851   NGC6338                  203.2100067   219.4259949   40.0         
  CALIFA852   UGC10796                 216.0130005   220.2799988   55.0         
  CALIFA853   NGC6361                  222.8410034   216.8659973   60.0         
  CALIFA854   UGC10811                 216.8659973   216.8659973   55.0         
  CALIFA855   UGC10799                 213.4519958   220.2799988   55.0         
  CALIFA856   IC1256                   218.2169952   218.2169952   40.0         
  CALIFA857   NGC6394                  221.6390076   216.5059967   40.0         
  CALIFA858   UGC10905                 218.2169952   219.0720062   55.0         
  CALIFA859   NGC6411                  219.427002    217.7189941   55.0         
  CALIFA860   NGC6427                  221.6390076   217.3609924   55.0         
  CALIFA861   UGC10972                 224.2050018   172.8769989   55.0         
  CALIFA862   NGC6478                  218.572998    224.5480042   55.0         
  CALIFA863   NGC6497                  218.2169952   216.5059967   55.0         
  CALIFA864   NGC6515                  219.0720062   216.5059967   20.0         
  CALIFA865   UGC11228                 218.572998    219.4259949   40.0         
  CALIFA866   UGC11262                 219.9279938   217.3609924   55.0         
  CALIFA867   NGC6762                  218.2169952   219.0720062   40.0         
  CALIFA868   MCG-02-51-004            223.3500061   218.2160034   55.0         
  CALIFA869   NGC6941                  106.1500015   220.7830048   55.0         
  CALIFA871   NGC6978                  220.7830048   219.927002    40.0         
  CALIFA872   UGC11649                 74.3290024    213.4519958   50.0         
  CALIFA873   UGC11680NED01            221.9869995   220.2799988   40.0         
  CALIFA874   NGC7025                  225.0610046   216.5059967   55.0         
  CALIFA875   UGC11694                 218.2169952   218.2160034   30.0         
  CALIFA876   NGC7047                  219.0720062   217.3609924   55.0         
  CALIFA877   UGC11717                 219.427002    216.0119934   55.0         
  CALIFA878   MCG-01-54-016            220.2799988   217.7189941   30.0         
  CALIFA879   UGC11740                 218.2169952   218.2160034   55.0         
  CALIFA880   UGC11792                 219.9279938   214.7949982   40.0         
  CALIFA881   NGC7194                  380.7409973   41.8950005    55.0         
  CALIFA882   NGC7236                  428.5379944   318.4339905   55.0         
  CALIFA884   UGC11982                 219.427002    219.4259949   30.0         
  CALIFA885   UGC12054                 217.3609924   219.927002    20.0         
  CALIFA886   NGC7311                  218.572998    221.9869995   55.0         
  CALIFA887   NGC7321                  221.6390076   220.7830048   55.0         
  CALIFA889   NGC7364                  219.9279938   219.927002    40.0         
