cntr_01,dist_x,pang_x,name_01,ra_01,dec_01,pgc_name,pgc,ra,dec,gl_deg,gb_deg,resolution,has_fuv,has_nuv,has_wise1,has_wise2,has_wise3,has_wise4,time_fuv,time_nuv,afuv,anuv,rms_fuv,std_fuv,rms_nuv,std_nuv,rms_wise1,std_wise1,rms_wise2,std_wise2,rms_wise3,std_wise3,rms_wise4,std_wise4,sat_effects_fuv,star_area_fuv,star_flux_fuv,star_flag_fuv,sat_effects_nuv,star_area_nuv,star_flux_nuv,star_flag_nuv,sat_effects_wise1,star_area_wise1,star_flux_wise1,star_flag_wise1,sat_effects_wise2,star_area_wise2,star_flux_wise2,star_flag_wise2,sat_effects_wise3,star_area_wise3,star_flux_wise3,star_flag_wise3,sat_effects_wise4,star_area_wise4,star_flux_wise4,star_flag_wise4,galaxy_mask_overlap,galaxy_overlap_flag,flux_fuv,rms_flux_fuv,std_flux_fuv,flux_nuv,rms_flux_nuv,std_flux_nuv,flux_wise1,rms_flux_wise1,std_flux_wise1,flux_wise2,rms_flux_wise2,std_flux_wise2,flux_wise3,rms_flux_wise3,std_flux_wise3,flux_wise4,rms_flux_wise4,std_flux_wise4,dist_mpc,e_dist_dex,mtol,method_mtol,logmass,e_logmass,logsfr,e_logsfr,method_sfr,deltams,absbtc,complete_sample,summary_url
65,0.033047,-16.536333,NGC5876,2.2738159650E+02,5.4506457100E+01,PGC54110,54110,227.381592,54.506466,89.921310,52.844421,gauss15,1,1,1,1,1,1,262.5,268.8,0.112,0.112,1.9065E-04,2.6813E-04,1.8145E-04,1.2652E-03,0.00192,0.07953,0.00215,0.04317,1.1378E-02,1.6645E-02,9.1751E-02,1.0201E-01,0,0.000,0.000,0,0,0.000,0.000,0,0,0.018,0.002,0,0,0.007,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,4.4137E-04,2.9579E-06,3.7831E-06,7.5183E-04,2.9458E-06,1.4395E-05,5.7790E-02,1.3285E-05,9.1088E-04,3.1342E-02,2.3747E-05,5.0413E-04,2.5585E-02,2.9741E-04,3.4607E-04,2.6453E-02,1.0877E-03,1.2093E-03,51.642,0.122,0.500,SSFRLIKE,10.70,0.10,-0.50,0.20,FUV+WISE4,null,-20.292,0,"<a href=""/data/WISE/z0MGS/images/PGC54110.html"">Summary</a>"
66,0.233238,-11.883249,NGC5908,2.2918000050E+02,5.5409444400E+01,PGC54522,54522,229.179977,55.409508,90.247994,51.487450,gauss15,1,1,1,1,1,1,174.5,165.4,0.128,0.128,1.9796E-04,5.9522E-04,1.9654E-04,4.5423E-03,0.00228,0.14122,0.00262,0.07747,1.1490E-02,2.4611E-02,8.7234E-02,9.7895E-02,0,0.000,0.000,0,0,0.028,0.049,0,0,0.115,0.120,0,0,0.060,0.026,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,5.3332E-04,3.8472E-06,7.6471E-06,1.0405E-03,4.0107E-06,7.2514E-05,2.0238E-01,1.9549E-05,2.1993E-03,1.2791E-01,3.2851E-05,1.2226E-03,3.8014E-01,3.7631E-04,5.2798E-04,4.9467E-01,1.4058E-03,1.5776E-03,52.820,0.120,0.474,SSFRLIKE,11.24,0.10,0.64,0.20,FUV+WISE4,-0.07,-21.355,0,"<a href=""/data/WISE/z0MGS/images/PGC54522.html"">Summary</a>"
67,0.126809,85.277550,NGC5930,2.3153303400E+02,4.1676056800E+01,PGC55080,55080,231.533081,41.676060,67.854263,55.302921,gauss15,1,1,1,1,1,1,358.5,1785.6,0.209,0.209,1.3520E-04,2.3766E-04,9.2009E-05,6.7199E-04,0.00299,0.17179,0.00325,0.09820,1.0246E-02,2.5600E-02,7.7027E-02,9.7692E-02,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,2.3270E-01,1,7.0353E-04,1.3627E-06,2.1186E-06,1.4741E-03,7.4778E-07,5.4074E-06,1.0092E-01,1.1435E-05,1.4092E-03,6.3747E-02,1.8136E-05,8.1469E-04,3.0797E-01,1.6231E-04,2.6290E-04,1.3850E+00,6.4220E-04,8.1449E-04,32.200,0.125,0.200,SSFRLIKE,10.14,0.10,0.65,0.20,FUV+WISE4,0.67,-19.960,1,"<a href=""/data/WISE/z0MGS/images/PGC55080.html"">Summary</a>"
68,0.042307,-158.048648,NGC5934,2.3205318300E+02,4.2929931100E+01,PGC55178,55178,232.053177,42.929920,69.833183,54.646935,gauss15,1,1,1,1,1,1,183.7,500.4,0.256,0.256,2.2360E-04,2.8109E-04,1.2120E-04,1.5154E-03,0.00310,0.22666,0.00320,0.12400,1.0194E-02,4.1257E-02,7.0535E-02,8.3847E-02,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,4.2781E-02,0,1.3519E-04,1.1652E-06,1.4084E-06,3.3198E-04,7.0300E-07,6.9052E-06,4.0369E-02,7.4372E-06,9.3810E-04,2.3788E-02,1.0735E-05,5.1796E-04,6.9319E-02,9.0582E-05,1.9081E-04,9.3577E-02,3.1619E-04,3.7586E-04,84.996,0.074,0.481,SSFRLIKE,10.96,0.10,0.33,0.20,FUV+WISE4,-0.20,-20.675,0,"<a href=""/data/WISE/z0MGS/images/PGC55178.html"">Summary</a>"
69,0.028053,98.115052,NGC5947,2.3265245550E+02,4.2717156600E+01,PGC55274,55274,232.652466,42.717155,69.304550,54.267406,gauss15,1,1,1,1,1,1,303.0,741.1,0.285,0.285,1.5872E-04,3.2035E-04,1.0980E-04,1.0961E-03,0.00216,0.04993,0.00235,0.03095,8.6082E-03,2.5289E-02,6.1093E-02,7.4192E-02,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,1.3703E-03,1.3926E-06,2.1227E-06,1.8571E-03,8.7438E-07,6.9092E-06,2.1492E-02,7.5455E-06,3.3256E-04,1.3564E-02,1.3391E-05,2.0840E-04,4.0102E-02,1.2121E-04,1.8370E-04,6.6258E-02,4.0921E-04,4.9695E-04,90.448,0.070,0.365,SSFRLIKE,10.62,0.10,0.42,0.20,FUV+WISE4,0.12,-20.621,0,"<a href=""/data/WISE/z0MGS/images/PGC55274.html"">Summary</a>"
70,0.086833,-120.660093,NGC5953,2.3363500050E+02,1.5193805600E+01,PGC55480,55480,233.634979,15.193793,23.917759,50.346153,gauss15,1,1,1,1,1,1,1682.4,1420.1,0.432,0.432,7.3222E-05,9.6166E-05,9.2920E-05,2.4056E-03,0.00266,0.07886,0.00293,0.04233,1.5048E-02,2.0473E-02,8.5245E-02,9.9727E-02,0,0.000,0.000,0,0,0.167,0.156,0,0,0.236,0.297,1,0,0.192,0.193,0,0,0.074,0.033,0,0,0.000,0.000,0,1.1990E-01,1,1.5590E-03,8.6958E-07,1.0578E-06,3.6107E-03,9.9009E-07,2.3384E-05,1.0398E-01,1.4611E-05,7.5745E-04,6.7270E-02,2.6526E-05,4.1235E-04,4.5924E-01,2.3148E-04,2.7610E-04,9.9774E-01,8.1317E-04,9.5131E-04,25.500,0.125,0.249,SSFRLIKE,10.04,0.10,0.31,0.20,FUV+WISE4,0.40,-19.346,1,"<a href=""/data/WISE/z0MGS/images/PGC55480.html"">Summary</a>"
71,0.466011,44.328326,NGC5980,2.3537664600E+02,1.5787583300E+01,PGC55800,55800,235.376740,15.787676,25.808195,49.051826,gauss15,1,1,1,1,1,1,93.3,78.2,0.304,0.304,2.5584E-04,4.0612E-04,2.8565E-04,6.9527E-04,0.00244,0.15958,0.00274,0.08454,1.2915E-02,3.2085E-02,9.5620E-02,1.2158E-01,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,1.5495E-03,2.5529E-06,3.5913E-06,2.5129E-03,3.0969E-06,6.1708E-06,6.7514E-02,1.3019E-05,1.2973E-03,4.2930E-02,2.1923E-05,6.9271E-04,2.2898E-01,2.2183E-04,3.3314E-04,3.6708E-01,7.8553E-04,9.9876E-04,59.924,0.092,0.330,SSFRLIKE,10.72,0.10,0.65,0.20,FUV+WISE4,0.29,-21.653,0,"<a href=""/data/WISE/z0MGS/images/PGC55800.html"">Summary</a>"
72,0.105700,3.694120,NGC6004,2.3759464800E+02,1.8939217800E+01,PGC56166,56166,237.594650,18.939247,31.424177,48.244205,gauss15,1,1,1,1,1,1,179.3,151.9,0.356,0.356,2.0234E-04,4.3617E-04,2.2396E-04,2.3570E-03,0.00284,0.05489,0.00354,0.03067,1.2572E-02,3.2576E-02,1.2822E-01,1.4600E-01,0,0.000,0.000,0,0,0.035,0.007,0,0,0.058,0.021,0,0,0.046,0.017,0,0,0.008,0.000,0,0,0.000,0.000,0,0.0000E+00,0,2.0421E-03,2.9587E-06,4.7412E-06,2.8324E-03,3.3318E-06,2.9667E-05,5.5561E-02,1.8441E-05,6.3464E-04,3.1460E-02,3.3830E-05,3.5741E-04,1.0250E-01,2.9914E-04,4.5246E-04,1.5640E-01,1.5049E-03,1.7136E-03,58.749,0.107,0.404,SSFRLIKE,10.70,0.10,0.35,0.20,FUV+WISE4,-0.00,-20.849,0,"<a href=""/data/WISE/z0MGS/images/PGC56166.html"">Summary</a>"
73,0.184945,-57.371755,NGC6021,2.3937792900E+02,1.5955992700E+01,PGC56482,56482,239.377884,15.956020,28.258711,45.575710,gauss15,0,0,1,1,1,1,null,null,null,null,null,null,null,null,0.00281,0.18412,0.00332,0.09881,1.4435E-02,2.6377E-02,1.3935E-01,1.5302E-01,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,null,null,null,null,null,null,4.0608E-02,1.1625E-05,1.4232E-03,2.2997E-02,2.0612E-05,7.7711E-04,1.0241E-02,2.5216E-04,3.1832E-04,1.3312E-02,1.0590E-03,1.1630E-03,71.812,0.088,0.500,W4W1,10.84,0.10,-0.58,0.20,WISE4,null,-20.442,0,"<a href=""/data/WISE/z0MGS/images/PGC56482.html"">Summary</a>"
74,0.031997,88.065719,NGC6027,2.3980232850E+02,2.0763337800E+01,PGC56579,56579,239.802338,20.763338,34.978375,46.870251,gauss15,1,1,1,1,1,1,1654.2,2122.0,0.489,0.489,7.9035E-05,1.9305E-04,8.2873E-05,6.8964E-04,0.00224,0.09281,0.00298,0.05061,1.4248E-02,3.1092E-02,1.4174E-01,1.5903E-01,0,0.000,0.000,0,0,0.041,0.023,0,0,0.107,0.037,0,0,0.079,0.029,0,0,0.000,0.000,0,0,0.000,0.000,0,5.3553E-01,1,1.7151E-04,9.1162E-07,1.5327E-06,6.2536E-04,8.0389E-07,6.2739E-06,5.8509E-02,1.3071E-05,8.3637E-04,3.4618E-02,2.4804E-05,4.6419E-04,5.5522E-02,2.8202E-04,3.9652E-04,8.7695E-02,1.3502E-03,1.5149E-03,67.050,0.094,0.500,SSFRLIKE,10.93,0.10,0.10,0.20,FUV+WISE4,-0.40,-20.042,0,"<a href=""/data/WISE/z0MGS/images/PGC56579.html"">Summary</a>"
75,0.085545,113.039895,NGC6060,2.4146659050E+02,2.1484943200E+01,PGC57110,57110,241.466614,21.484934,36.653656,45.609928,gauss15,1,1,1,1,1,1,238.9,412.6,0.719,0.719,2.3864E-04,2.8201E-04,1.4680E-04,1.0630E-03,0.00283,0.10165,0.00314,0.05542,1.9047E-02,2.6767E-02,1.2354E-01,1.4205E-01,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,2.3080E-03,2.5969E-06,2.9574E-06,3.1016E-03,1.6974E-06,9.5115E-06,7.5775E-02,1.5712E-05,9.2034E-04,4.6825E-02,2.5764E-05,5.0766E-04,1.7269E-01,3.0723E-04,3.6807E-04,2.3729E-01,1.1744E-03,1.3503E-03,67.639,0.094,0.398,SSFRLIKE,10.96,0.10,0.63,0.20,FUV+WISE4,0.11,-20.891,0,"<a href=""/data/WISE/z0MGS/images/PGC57110.html"">Summary</a>"
76,0.365185,1.398527,NGC6063,2.4180410550E+02,7.9788715000E+00,PGC57205,57205,241.804108,7.978973,19.885195,39.953876,gauss15,1,1,1,1,1,1,1334.2,1600.6,0.410,0.410,8.2277E-05,1.9440E-04,1.0635E-04,4.2011E-04,0.00389,0.03146,0.00358,0.01769,2.0714E-02,2.5672E-02,1.4579E-01,1.6142E-01,0,0.000,0.000,0,0,0.000,0.000,0,0,0.126,0.054,0,0,0.079,0.026,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,1.6131E-03,8.1524E-07,1.3893E-06,2.2514E-03,8.2871E-07,3.0356E-06,2.4550E-02,1.3188E-05,2.4657E-04,1.4321E-02,2.3152E-05,1.4103E-04,4.0358E-02,3.5126E-04,3.9256E-04,4.8917E-02,1.1943E-03,1.3224E-03,37.500,0.125,0.403,SSFRLIKE,9.96,0.10,-0.39,0.20,FUV+WISE4,-0.25,-19.631,1,"<a href=""/data/WISE/z0MGS/images/PGC57205.html"">Summary</a>"
77,0.373784,-42.353396,NGC6081,2.4323697900E+02,9.8670278000E+00,PGC57506,57506,243.236908,9.867105,22.919237,39.591850,gauss15,1,1,1,1,1,1,181.9,142.4,0.391,0.391,2.0684E-04,3.7643E-04,2.2664E-04,6.1292E-04,0.00290,0.21507,0.00361,0.11408,1.8896E-02,3.0983E-02,1.3441E-01,1.5313E-01,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,1.0972E-04,1.9428E-06,2.8505E-06,2.8518E-04,2.2619E-06,4.6629E-06,4.5590E-02,1.2281E-05,1.7320E-03,2.5186E-02,2.1105E-05,9.2670E-04,2.0319E-02,2.9814E-04,3.7900E-04,2.1408E-02,1.0226E-03,1.1650E-03,77.197,0.082,0.500,SSFRLIKE,10.95,0.10,-0.35,0.20,FUV+WISE4,null,-20.375,0,"<a href=""/data/WISE/z0MGS/images/PGC57506.html"">Summary</a>"
78,0.063169,-25.023279,NGC6125,2.4479812500E+02,5.7984111100E+01,PGC57812,57812,244.798111,57.984127,88.354263,42.649952,gauss15,1,1,1,1,1,1,152.6,1314.2,0.105,0.105,2.3170E-04,3.1697E-04,1.1955E-04,4.7436E-04,0.00501,0.11790,0.00410,0.06300,8.1009E-03,1.8917E-02,5.3294E-02,6.3197E-02,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,2.1520E-04,2.6451E-06,3.4903E-06,4.9829E-04,1.1042E-06,3.8906E-06,9.5131E-02,2.0122E-05,1.1176E-03,5.0093E-02,2.1820E-05,6.0575E-04,1.6958E-02,1.5299E-04,2.3251E-04,1.1543E-02,5.2642E-04,6.2424E-04,74.199,0.085,0.500,SSFRLIKE,11.23,0.10,-0.53,0.20,FUV+WISE4,null,-21.480,0,"<a href=""/data/WISE/z0MGS/images/PGC57812.html"">Summary</a>"
79,0.325590,-16.759815,NGC6146,2.4629314050E+02,4.0892613600E+01,PGC58080,58080,246.293106,40.892700,64.788193,44.372238,gauss15,1,1,1,1,1,1,116.6,1487.4,0.070,0.070,2.2719E-04,6.7803E-04,8.6005E-05,1.2236E-03,0.00233,0.05674,0.00290,0.03287,9.9282E-03,7.0649E-02,1.1488E-01,1.4357E-01,0,0.000,0.000,0,0,0.008,0.002,0,0,0.016,0.002,0,0,0.008,0.001,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,7.8543E-05,2.1631E-06,4.2332E-06,2.9649E-04,6.8383E-07,6.5952E-06,6.2594E-02,1.0931E-05,3.2296E-04,3.4248E-02,1.7501E-05,1.8883E-04,1.4002E-02,1.7414E-04,4.0638E-04,1.2758E-02,9.4111E-04,1.1761E-03,133.230,0.048,0.500,SSFRLIKE,11.56,0.10,-0.09,0.20,FUV+WISE4,null,-22.279,0,"<a href=""/data/WISE/z0MGS/images/PGC58080.html"">Summary</a>"
80,0.073433,70.824607,NGC6155,2.4653466900E+02,4.8366780300E+01,PGC58115,58115,246.534698,48.366787,75.155327,43.713844,gauss15,1,1,1,1,1,1,3610.5,3016.3,0.118,0.118,5.2870E-05,1.2751E-04,9.0359E-05,1.0673E-02,0.00209,1.93288,0.00220,1.15030,9.2236E-03,1.9170E-01,6.9119E-02,9.4972E-02,0,0.000,0.000,0,0,0.000,0.000,0,0,0.029,0.007,0,0,0.019,0.003,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,2.0964E-03,3.9427E-07,8.7317E-07,3.5045E-03,5.2388E-07,7.5494E-05,4.3020E-02,7.6977E-06,1.2795E-02,2.6735E-02,1.3733E-05,8.0697E-03,1.4182E-01,1.3276E-04,1.4283E-03,2.0886E-01,4.8836E-04,6.7103E-04,36.000,0.125,0.326,SSFRLIKE,10.07,0.15,0.03,0.20,FUV+WISE4,0.09,-20.105,1,"<a href=""/data/WISE/z0MGS/images/PGC58115.html"">Summary</a>"
81,9.470108,115.603464,NGC6168,2.4783710250E+02,2.0185524000E+01,PGC58423,58423,247.839630,20.184387,37.504982,39.546081,gauss15,1,1,1,1,1,1,95.3,116.7,0.564,0.564,3.2364E-04,3.8884E-04,2.4466E-04,4.6143E-03,0.00264,0.98393,0.00304,0.51993,1.7532E-02,1.0184E-01,1.2466E-01,2.0902E-01,0,0.000,0.000,0,0,0.192,0.191,0,0,0.248,0.230,1,0,0.224,0.203,1,0,0.152,0.065,0,0,0.000,0.000,0,0.0000E+00,0,8.7474E-04,3.2283E-06,3.6886E-06,1.2249E-03,2.6662E-06,3.4447E-05,2.4639E-02,1.2654E-05,7.5417E-03,1.5679E-02,2.0165E-05,4.0824E-03,8.4274E-02,2.9579E-04,8.8992E-04,1.5428E-01,1.0203E-03,1.7107E-03,30.300,0.125,0.301,SSFRLIKE,9.65,0.15,-0.30,0.20,FUV+WISE4,0.04,-19.057,1,"<a href=""/data/WISE/z0MGS/images/PGC58423.html"">Summary</a>"
82,0.360001,-90.744845,NGC6186,2.4860632350E+02,2.1540887200E+01,PGC58523,58523,248.606216,21.540886,39.464905,39.298988,gauss15,1,1,1,1,1,1,115.8,115.0,0.413,0.413,2.7849E-04,3.1659E-04,2.6418E-04,5.5896E-04,0.00316,0.22927,0.00314,0.11702,1.7348E-02,2.9479E-02,1.3181E-01,1.4667E-01,0,0.000,0.000,0,0,0.035,0.019,0,0,0.195,0.125,0,0,0.035,0.012,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,1.0159E-03,2.6329E-06,2.9181E-06,1.8388E-03,2.5668E-06,4.4648E-06,5.9000E-02,1.0533E-05,1.5809E-03,3.5972E-02,1.8494E-05,8.2543E-04,1.5031E-01,2.7879E-04,3.5075E-04,2.8482E-01,1.0006E-03,1.1134E-03,46.345,0.137,0.352,SSFRLIKE,10.47,0.10,0.31,0.20,FUV+WISE4,0.11,-19.666,1,"<a href=""/data/WISE/z0MGS/images/PGC58523.html"">Summary</a>"
83,0.120713,-125.349564,NGC6301,2.5713642000E+02,4.2339012500E+01,PGC59681,59681,257.136383,42.338993,67.165550,36.344437,gauss15,1,1,1,1,1,1,266.0,1702.3,0.248,0.248,1.5552E-04,7.6033E-04,8.5655E-05,5.8770E-03,0.00290,0.47594,0.00294,0.24660,1.4456E-02,1.0457E-01,1.0712E-01,2.6529E-01,0,0.000,0.000,0,0,0.304,0.397,1,0,0.411,0.676,1,0,0.323,0.575,1,0,0.228,0.348,1,0,0.000,0.000,0,0.0000E+00,0,1.6851E-03,1.7724E-06,5.9805E-06,2.2827E-03,7.7964E-07,5.0845E-05,3.2938E-02,1.3596E-05,4.1743E-03,1.9234E-02,2.0304E-05,2.1963E-03,5.8568E-02,2.7582E-04,8.8234E-04,7.6292E-02,9.8347E-04,2.4357E-03,126.415,0.050,0.407,SSFRLIKE,11.15,0.11,0.78,0.20,FUV+WISE4,0.14,-21.603,0,"<a href=""/data/WISE/z0MGS/images/PGC59681.html"">Summary</a>"
84,0.045034,50.837195,NGC6310,2.5698936000E+02,6.0990115800E+01,PGC59662,59662,256.989380,60.990124,90.313621,35.951591,gauss15,1,1,1,1,1,1,151.0,1224.2,0.236,0.236,1.6422E-04,3.0834E-04,1.4587E-04,1.6612E-03,0.00262,0.07255,0.00255,0.03843,8.5070E-03,1.3801E-02,6.0031E-02,6.8147E-02,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,5.7037E-04,1.8359E-06,2.9373E-06,8.6335E-04,9.8305E-07,1.3678E-05,4.0065E-02,9.7910E-06,5.7405E-04,2.2693E-02,1.5350E-05,3.1002E-04,3.3120E-02,1.3510E-04,1.6772E-04,3.3779E-02,4.9178E-04,5.5826E-04,54.001,0.117,0.500,SSFRLIKE,10.58,0.10,-0.35,0.20,FUV+WISE4,-0.62,-20.924,0,"<a href=""/data/WISE/z0MGS/images/PGC59662.html"">Summary</a>"
85,0.349734,-132.474068,NGC6314,2.5816139400E+02,2.3270180500E+01,PGC59838,59838,258.161316,23.270115,44.877491,31.450771,gauss15,1,1,1,1,1,1,108.7,85.9,0.584,0.584,2.6821E-04,6.4724E-04,2.6117E-04,1.8873E-02,0.00341,0.56930,0.00382,0.30929,1.7780E-02,8.0100E-02,1.2594E-01,2.5565E-01,0,0.000,0.000,0,0,0.011,0.007,0,0,0.067,0.029,0,0,0.022,0.004,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,6.0986E-05,2.1510E-06,3.3204E-06,3.6130E-04,2.2897E-06,1.1550E-04,4.5913E-02,1.0839E-05,3.3234E-03,2.6417E-02,1.7136E-05,1.8347E-03,4.6385E-02,2.3619E-04,4.8170E-04,5.0213E-02,7.9964E-04,1.6232E-03,100.138,0.063,0.500,SSFRLIKE,11.18,0.10,0.20,0.20,FUV+WISE4,-0.47,-21.715,0,"<a href=""/data/WISE/z0MGS/images/PGC59838.html"">Summary</a>"
86,0.082661,-65.285658,NGC6361,2.5967133750E+02,6.0608118000E+01,PGC60045,60045,259.671295,60.608128,89.652168,34.700027,gauss15,1,1,1,1,1,1,20757.6,32919.2,0.233,0.233,3.7632E-05,1.1942E-04,5.9433E-05,6.7917E-03,0.00261,0.25051,0.00270,0.13609,8.7957E-03,2.5563E-02,5.9128E-02,6.6669E-02,0,0.000,0.000,0,0,0.000,0.000,0,0,0.005,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,3.2953E-02,0,4.9702E-04,3.1737E-07,7.8804E-07,8.5218E-04,3.7853E-07,6.0265E-05,9.3440E-02,1.0453E-05,2.3208E-03,6.1522E-02,1.6941E-05,1.2806E-03,3.1004E-01,1.5004E-04,2.8126E-04,4.4274E-01,5.8329E-04,6.5768E-04,59.924,0.106,0.366,SSFRLIKE,10.91,0.10,0.70,0.20,FUV+WISE4,0.21,-20.998,0,"<a href=""/data/WISE/z0MGS/images/PGC60045.html"">Summary</a>"
87,null,null,NGC6394,2.6258925150E+02,5.9639880000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
88,0.022650,85.441946,NGC6478,2.6715975000E+02,5.1157222200E+01,PGC60896,60896,267.159760,51.157223,78.496124,30.410885,gauss15,0,0,1,1,1,1,null,null,null,null,null,null,null,null,0.00238,0.55371,0.00283,0.29242,1.1193E-02,5.3372E-02,8.0948E-02,9.6438E-02,0,0.000,0.000,0,0,0.000,0.000,0,0,0.439,0.654,1,0,0.367,0.531,1,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,null,null,null,null,null,null,5.2176E-02,7.6390E-06,3.5770E-03,3.1740E-02,1.2359E-05,1.9146E-03,1.4096E-01,1.5527E-04,4.0570E-04,1.6824E-01,5.6465E-04,6.7270E-04,103.134,0.061,0.297,W4W1,11.03,0.10,0.84,0.20,WISE4,null,-22.131,0,"<a href=""/data/WISE/z0MGS/images/PGC60896.html"">Summary</a>"
89,0.148866,32.962685,NGC7738,3.5600852250E+02,5.1670670000E-01,PGC72247,72247,356.008545,0.516741,89.817276,-57.954414,gauss15,1,1,1,1,1,1,4732.9,4323.4,0.233,0.233,4.2638E-05,1.4632E-04,8.0352E-05,2.7072E-04,0.00526,0.03456,0.00413,0.02049,2.4748E-02,2.9771E-02,1.6465E-01,1.7677E-01,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,3.4681E-04,2.6242E-07,6.4616E-07,5.7965E-04,3.9803E-07,1.3096E-06,4.1917E-02,1.6215E-05,1.9949E-04,2.8105E-02,2.2014E-05,1.1945E-04,1.2974E-01,2.9348E-04,3.2648E-04,4.2557E-01,9.4743E-04,1.0172E-03,98.901,0.064,0.244,SSFRLIKE,10.81,0.10,1.11,0.20,FUV+WISE4,0.68,-21.415,0,"<a href=""/data/WISE/z0MGS/images/PGC72247.html"">Summary</a>"
90,0.166352,-22.794144,NGC7819,1.1020620000E+00,3.1471986100E+01,PGC303,303,1.102041,31.472029,111.315041,-30.336521,gauss15,0,1,1,1,1,1,null,280.6,null,0.503,null,null,1.9379E-04,5.0056E-03,0.00327,0.18260,0.00413,0.09633,1.7389E-02,2.9321E-02,1.3355E-01,1.4599E-01,0,0.000,0.000,0,0,0.031,0.015,0,0,0.061,0.031,0,0,0.061,0.029,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,null,null,null,2.2231E-03,1.4811E-06,3.4699E-05,1.9390E-02,1.1690E-05,1.2054E-03,1.2015E-02,2.0556E-05,6.4703E-04,6.2930E-02,2.5648E-04,3.1336E-04,1.2422E-01,9.3642E-04,1.0237E-03,73.621,0.086,0.268,SSFRLIKE,10.27,0.10,0.46,0.20,NUV+WISE4,0.39,-20.733,0,"<a href=""/data/WISE/z0MGS/images/PGC303.html"">Summary</a>"
91,0.003053,61.857321,UGC00809,1.8966096000E+01,3.3810729600E+01,PGC4563,4563,18.966097,33.810730,128.720093,-28.786241,gauss15,1,1,1,1,1,1,85.2,76.0,0.527,0.527,3.1459E-04,3.4874E-04,3.4402E-04,5.4238E-04,0.00240,0.07909,0.00319,0.04305,1.4230E-02,2.0765E-02,1.1403E-01,1.1941E-01,0,0.000,0.000,0,0,0.000,0.000,0,0,0.270,0.342,1,0,0.159,0.176,0,0,0.000,0.000,0,0,0.000,0.000,0,0.0000E+00,0,4.6179E-04,2.2660E-06,2.4849E-06,7.8292E-04,2.3940E-06,3.2649E-06,9.6993E-03,8.3777E-06,4.3734E-04,5.7291E-03,1.4967E-05,2.4275E-04,2.5289E-02,1.6388E-04,1.9931E-04,3.4295E-02,6.5619E-04,6.8711E-04,63.885,0.082,0.365,SSFRLIKE,9.98,0.10,-0.23,0.20,FUV+WISE4,-0.10,-20.065,0,"<a href=""/data/WISE/z0MGS/images/PGC4563.html"">Summary</a>"
