# WISE photometry of the Extended CALIFA sample 
# W_V=in Vega mags and W_AB=in AB mags
# Galaxy_Name   W1_V    W1_V_e    W2_V   W2_V_e     W3_V  W3_V_e     W4_V  W4_V_e   W1_AB  W1_AB_e   W2_AB  W2_AB_e   W3_AB  W3_AB_e   W4_AB  W4_AB_e
    CALIFA758   11.391  15.948   11.332  15.419    8.107  12.995    6.005   9.512   14.074  18.631   14.651  18.738   13.349  18.237   12.609  16.116
    CALIFA759    8.867  14.695    8.914  14.225    8.460  13.135    7.587  10.274   11.550  17.378   12.233  17.544   13.702  18.377   14.191  16.878
    CALIFA760    8.340  14.427    8.341  13.934    7.042  12.445    5.985   9.482   11.023  17.110   11.660  17.253   12.284  17.687   12.589  16.086
    CALIFA761    9.570  15.048    9.599  14.566    8.856  13.319    7.489  10.233   12.253  17.731   12.918  17.885   14.098  18.561   14.093  16.837
    CALIFA762    9.763  15.145    9.759  14.647    7.353  12.646    5.958   9.491   12.446  17.828   13.078  17.966   12.595  17.888   12.562  16.095
    CALIFA763    9.692  15.110    9.589  14.561    6.367  12.157    4.769   8.897   12.375  17.793   12.908  17.880   11.609  17.399   11.373  15.501
    CALIFA764   10.296  15.411   10.287  14.908    7.586  12.752    6.283   9.648   12.979  18.094   13.606  18.227   12.828  17.994   12.887  16.252
    CALIFA765   11.194  15.857   11.103  15.314    8.311  13.117    6.757   9.888   13.877  18.540   14.422  18.633   13.553  18.359   13.361  16.492
    CALIFA766   10.522  15.523   10.381  14.956    6.966  12.446    5.062   9.042   13.205  18.206   13.700  18.275   12.208  17.688   11.666  15.646
    CALIFA767   11.296  15.904   11.279  15.397    8.162  13.020    5.869   9.445   13.979  18.587   14.598  18.716   13.404  18.262   12.473  16.049
    CALIFA768   10.868  15.697   10.812  15.171    7.312  12.627    5.667   9.345   13.551  18.380   14.131  18.490   12.554  17.869   12.271  15.949
    CALIFA769   10.009  15.267    9.935  14.734    6.527  12.238    4.882   8.952   12.692  17.950   13.254  18.053   11.769  17.480   11.486  15.556
    CALIFA770    8.892  14.709    8.922  14.229    7.554  12.720    6.388   9.699   11.575  17.392   12.241  17.548   12.796  17.962   12.992  16.303
    CALIFA771    9.918  15.223    9.896  14.714    6.794  12.366    5.068   9.045   12.601  17.906   13.215  18.033   12.036  17.608   11.672  15.649
    CALIFA772   10.218  15.373   10.202  14.865    8.813  13.291    7.787  10.365   12.901  18.056   13.521  18.184   14.055  18.533   14.391  16.969
    CALIFA773    9.825  15.176    9.853  14.692    9.224  13.479    8.637  10.783   12.508  17.859   13.172  18.011   14.466  18.721   15.241  17.387
    CALIFA774    9.710  15.116    9.675  14.601    6.938  12.411    5.312   9.164   12.393  17.799   12.994  17.920   12.180  17.653   11.916  15.768
    CALIFA775   10.795  15.662   10.710  15.119    7.436  12.688    5.724   9.373   13.478  18.345   14.029  18.438   12.678  17.930   12.328  15.977
    CALIFA776   10.508  15.517   10.547  15.039    9.862  13.813    8.417  10.695   13.191  18.200   13.866  18.358   15.104  19.055   15.021  17.299
    CALIFA777    9.426  14.978    9.427  14.482    6.830  12.389    5.401   9.212   12.109  17.661   12.746  17.801   12.072  17.631   12.005  15.816
    CALIFA778    9.128  14.829    9.109  14.322    6.773  12.359    5.392   9.208   11.811  17.512   12.428  17.641   12.015  17.601   11.996  15.812
    CALIFA779   10.630  15.579   10.570  15.050    7.801  12.859    6.394   9.704   13.313  18.262   13.889  18.369   13.043  18.101   12.998  16.308
    CALIFA780    9.455  14.990    9.467  14.500    8.746  13.262    6.981   9.989   12.138  17.673   12.786  17.819   13.988  18.504   13.585  16.593
    CALIFA781    9.886  15.197    9.957  14.737    9.431  13.449    8.274  10.587   12.569  17.880   13.276  18.056   14.673  18.691   14.878  17.191
    CALIFA782   10.339  15.435   10.343  14.938    8.812  13.343    7.780  10.380   13.022  18.118   13.662  18.257   14.054  18.585   14.384  16.984
    CALIFA783    9.901  15.213    9.766  14.649    6.177  12.065    4.339   8.683   12.584  17.896   13.085  17.968   11.419  17.307   10.943  15.287
    CALIFA784   10.703  15.609   10.609  15.067    7.093  12.518    5.457   9.241   13.386  18.292   13.928  18.386   12.335  17.760   12.061  15.845
    CALIFA785   10.520  15.519   10.375  14.951    7.451  12.683    5.462   9.243   13.203  18.202   13.694  18.270   12.693  17.925   12.066  15.847
    CALIFA786    9.986  15.258   10.047  14.789    9.509  13.662     -99.  12.175   12.669  17.941   13.366  18.108   14.751  18.904     -99.  18.779
    CALIFA787    9.393  14.962    9.433  14.484    7.753  12.834    6.365   9.689   12.076  17.645   12.752  17.803   12.995  18.076   12.969  16.293
    CALIFA788   10.365  15.447   10.263  14.900    7.036  12.493    5.311   9.168   13.048  18.130   13.582  18.219   12.278  17.735   11.915  15.772
    CALIFA789    9.847  15.187    9.863  14.698    7.429  12.678    6.000   9.509   12.530  17.870   13.182  18.017   12.671  17.920   12.604  16.113
    CALIFA790   10.577  15.552   10.480  15.007    7.071  12.507    5.212   9.119   13.260  18.235   13.799  18.326   12.313  17.749   11.816  15.723
    CALIFA791    7.995  14.263    7.861  13.699    4.827  11.393    3.156   8.092   10.678  16.946   11.180  17.018   10.069  16.635    9.760  14.696
    CALIFA792   10.645  15.583   10.423  14.975    6.590  12.270    4.551   8.789   13.328  18.266   13.742  18.294   11.832  17.512   11.155  15.393
    CALIFA793   11.983  16.239   12.000  15.745    9.718  13.653    7.828  10.388   14.666  18.922   15.319  19.064   14.960  18.895   14.432  16.992
    CALIFA794    9.333  14.929    9.367  14.449    8.712  13.215    7.268  10.109   12.016  17.612   12.686  17.768   13.954  18.457   13.872  16.713
    CALIFA795    8.640  14.584    8.514  14.025    4.975  11.468    1.971   7.500   11.323  17.267   11.833  17.344   10.217  16.710    8.575  14.104
    CALIFA796    9.691  15.108    9.631  14.581    6.634  12.295    4.890   8.959   12.374  17.791   12.950  17.900   11.876  17.537   11.494  15.563
    CALIFA797   11.412  15.964   11.313  15.417    8.012  12.972    6.039   9.531   14.095  18.647   14.632  18.736   13.254  18.214   12.643  16.135
    CALIFA798   11.068  15.796   11.030  15.278    7.910  12.911    6.377   9.696   13.751  18.479   14.349  18.597   13.152  18.153   12.981  16.300
    CALIFA799    9.915  15.217    9.865  14.694    6.839  12.382    5.166   9.094   12.598  17.900   13.184  18.013   12.081  17.624   11.770  15.698
    CALIFA800   11.309  15.918   11.305  15.417    8.955  13.424    7.695  10.346   13.992  18.601   14.624  18.736   14.197  18.666   14.299  16.950
    CALIFA801    8.954  14.743    8.788  14.164    4.844  11.403    2.673   7.851   11.637  17.426   12.107  17.483   10.086  16.645    9.277  14.455
    CALIFA802    9.496  15.010    9.020  14.278    4.559  11.261    0.576   6.802   12.179  17.693   12.339  17.597    9.801  16.503    7.180  13.406
    CALIFA803    9.236  14.882    9.216  14.375    6.575  12.256    5.025   9.024   11.919  17.565   12.535  17.694   11.817  17.498   11.629  15.628
    CALIFA804   10.711  15.618   10.713  15.119    8.606  13.250    7.126  10.066   13.394  18.301   14.032  18.438   13.848  18.492   13.730  16.670
    CALIFA805   11.187  15.853   11.053  15.289    7.821  12.880    5.859   9.441   13.870  18.536   14.372  18.608   13.063  18.122   12.463  16.045
    CALIFA806    9.632  15.070    9.664  14.595    9.043  13.446    7.697  10.354   12.315  17.753   12.983  17.914   14.285  18.688   14.301  16.958
    CALIFA807   10.016  15.273   10.010  14.774    7.367  12.661    5.697   9.362   12.699  17.956   13.329  18.093   12.609  17.903   12.301  15.966
    CALIFA808    9.778  15.154    9.783  14.659    8.719  13.223    7.167  10.076   12.461  17.837   13.102  17.978   13.961  18.465   13.771  16.680
    CALIFA809    8.471  14.476    8.483  13.999    7.000  12.449    6.137   9.569   11.154  17.159   11.802  17.318   12.242  17.691   12.741  16.173
    CALIFA810    9.160  14.845    9.008  14.272    5.340  11.650    3.457   8.242   11.843  17.528   12.327  17.591   10.582  16.892   10.061  14.846
    CALIFA811   10.038  15.284    9.837  14.686    6.436  12.195    4.909   8.967   12.721  17.967   13.156  18.005   11.678  17.437   11.513  15.571
    CALIFA812    9.798  15.165    9.790  14.663    7.094  12.524    5.637   9.331   12.481  17.848   13.109  17.982   12.336  17.766   12.241  15.935
    CALIFA813   10.074  15.281   10.066  14.783    7.027  12.463    5.303   9.158   12.757  17.964   13.385  18.102   12.269  17.705   11.907  15.762
    CALIFA814    9.212  14.870    9.241  14.388    8.354  13.127    7.287  10.144   11.895  17.553   12.560  17.707   13.596  18.369   13.891  16.748
    CALIFA815    9.493  15.003    9.542  14.529    9.057  13.348    8.931  10.832   12.176  17.686   12.861  17.848   14.299  18.590   15.535  17.436
    CALIFA816    9.711  15.118    9.723  14.626    8.531  13.145    7.495  10.211   12.394  17.801   13.042  17.945   13.773  18.387   14.099  16.815
    CALIFA817   10.189  15.357   10.155  14.839    6.792  12.352    5.002   9.010   12.872  18.040   13.474  18.158   12.034  17.594   11.606  15.614
    CALIFA818    9.692  15.111    9.540  14.538    6.004  11.984    4.347   8.687   12.375  17.794   12.859  17.857   11.246  17.226   10.951  15.291
    CALIFA819   10.659  15.583   10.638  15.082    8.416  13.183    6.594   9.809   13.342  18.266   13.957  18.401   13.658  18.425   13.198  16.413
    CALIFA820   10.212  15.365   10.207  14.864    7.420  12.603    5.152   9.084   12.895  18.048   13.526  18.183   12.662  17.845   11.756  15.688
    CALIFA821    9.067  14.799    8.979  14.257    5.695  11.808    3.995   8.510   11.750  17.482   12.298  17.576   10.937  17.050   10.599  15.114
    CALIFA822    9.607  15.066    9.590  14.560    7.084  12.489    5.786   9.399   12.290  17.749   12.909  17.879   12.326  17.731   12.390  16.003
    CALIFA823   10.260  15.389   10.282  14.896    7.264  12.563    5.745   9.373   12.943  18.072   13.601  18.215   12.506  17.805   12.349  15.977
    CALIFA824   10.177  15.343   10.097  14.805    7.040  12.487    5.225   9.125   12.860  18.026   13.416  18.124   12.282  17.729   11.829  15.729
    CALIFA825    9.915  15.222    9.914  14.721    7.530  12.734    6.030   9.525   12.598  17.905   13.233  18.040   12.772  17.976   12.634  16.129
    CALIFA826    9.594  15.060    9.615  14.570    7.965  12.862    6.261   9.629   12.277  17.743   12.934  17.889   13.207  18.104   12.865  16.233
    CALIFA827   11.385  15.952   11.381  15.447    8.414  13.139    6.342   9.674   14.068  18.635   14.700  18.766   13.656  18.381   12.946  16.278
    CALIFA828   11.142  15.827   10.996  15.260    7.217  12.587    4.528   8.778   13.825  18.510   14.315  18.579   12.459  17.829   11.132  15.382
    CALIFA829    8.830  14.678    8.876  14.205    8.245  13.052    7.234  10.120   11.513  17.361   12.195  17.524   13.487  18.294   13.838  16.724
    CALIFA830   10.369  15.444   10.371  14.948    7.851  12.880    6.333   9.676   13.052  18.127   13.690  18.267   13.093  18.122   12.937  16.280
    CALIFA831   10.621  15.574   10.562  15.044    7.200  12.567    5.517   9.269   13.304  18.257   13.881  18.363   12.442  17.809   12.121  15.873
    CALIFA832    9.298  14.913    9.306  14.420    8.518  13.166    7.143  10.066   11.981  17.596   12.625  17.739   13.760  18.408   13.747  16.670
    CALIFA833    9.865  15.197    9.886  14.710    7.700  12.818    6.429   9.724   12.548  17.880   13.205  18.029   12.942  18.060   13.033  16.328
    CALIFA834   10.572  15.551   10.496  15.015    7.995  12.962    6.429   9.725   13.255  18.234   13.815  18.334   13.237  18.204   13.033  16.329
    CALIFA835   10.086  15.309   10.092  14.814    9.279  13.541    8.322  10.655   12.769  17.992   13.411  18.133   14.521  18.783   14.926  17.259
    CALIFA836    9.664  15.098    9.550  14.544    5.867  11.916    4.111   8.570   12.347  17.781   12.869  17.863   11.109  17.158   10.715  15.174
    CALIFA837   10.257  15.390   10.028  14.780    6.052  12.001    4.166   8.596   12.940  18.073   13.347  18.099   11.294  17.243   10.770  15.200
    CALIFA838   10.035  15.279    9.961  14.745    9.169  13.418    8.350  10.616   12.718  17.962   13.280  18.064   14.411  18.660   14.954  17.220
    CALIFA839    9.062  14.775    9.086  14.302    8.613  13.182    7.136  10.057   11.745  17.458   12.405  17.621   13.855  18.424   13.740  16.661
    CALIFA840    9.077  14.783    9.110  14.313    8.512  13.104    7.769  10.304   11.760  17.466   12.429  17.632   13.754  18.346   14.373  16.908
    CALIFA841   10.282  15.398   10.124  14.819    6.519  12.230    4.501   8.762   12.965  18.081   13.443  18.138   11.761  17.472   11.105  15.366
    CALIFA842    9.357  14.942    9.273  14.403    5.845  11.902    3.793   8.410   12.040  17.625   12.592  17.722   11.087  17.144   10.397  15.014
    CALIFA843   10.419  15.471   10.297  14.915    8.547  13.224    6.301   9.662   13.102  18.154   13.616  18.234   13.789  18.466   12.905  16.266
    CALIFA844    8.960  14.746    9.016  14.276    8.307  13.057    6.919   9.953   11.643  17.429   12.335  17.595   13.549  18.299   13.523  16.557
    CALIFA845    9.411  14.963    9.451  14.489    8.767  13.235    7.536  10.244   12.094  17.646   12.770  17.808   14.009  18.477   14.140  16.848
    CALIFA846   10.097  15.311   10.114  14.823    9.024  13.448    8.218  10.597   12.780  17.994   13.433  18.142   14.266  18.690   14.822  17.201
    CALIFA847   10.270  15.400   10.184  14.858    7.181  12.557    5.923   9.470   12.953  18.083   13.503  18.177   12.423  17.799   12.527  16.074
    CALIFA848    9.725  15.125    9.715  14.622    7.527  12.731    6.102   9.563   12.408  17.808   13.034  17.941   12.769  17.973   12.706  16.167
    CALIFA849    9.791  15.157    9.763  14.647    6.760  12.348    5.239   9.129   12.474  17.840   13.082  17.966   12.002  17.590   11.843  15.733
    CALIFA850    9.581  15.052    9.505  14.516    7.032  12.462    5.603   9.308   12.264  17.735   12.824  17.835   12.274  17.704   12.207  15.912
    CALIFA851    9.140  14.824    9.164  14.343    8.732  13.208    7.320  10.127   11.823  17.507   12.483  17.662   13.974  18.450   13.924  16.731
    CALIFA852   11.465  15.981   11.441  15.469    8.789  13.345    6.846   9.934   14.148  18.664   14.760  18.788   14.031  18.587   13.450  16.538
    CALIFA853    8.815  14.673    8.637  14.086    5.020  11.492    3.274   8.151   11.498  17.356   11.956  17.405   10.262  16.734    9.878  14.755
    CALIFA854   10.630  15.578   10.599  15.064    8.205  13.049    6.654   9.831   13.313  18.261   13.918  18.383   13.447  18.291   13.258  16.435
    CALIFA855   10.694  15.605   10.701  15.112    8.668  13.292    7.243  10.130   13.377  18.288   14.020  18.431   13.910  18.534   13.847  16.734
    CALIFA856   10.359  15.440   10.298  14.914    7.267  12.608    5.670   9.348   13.042  18.123   13.617  18.233   12.509  17.850   12.274  15.952
    CALIFA857   10.543  15.532   10.345  14.939    7.061  12.505    4.823   8.925   13.226  18.215   13.664  18.258   12.303  17.747   11.427  15.529
    CALIFA858    9.534  15.023    9.549  14.537    7.705  12.748    6.484   9.737   12.217  17.706   12.868  17.856   12.947  17.990   13.088  16.341
    CALIFA859    8.976  14.748    9.014  14.274    8.477  13.171    7.425  10.212   11.659  17.431   12.333  17.593   13.719  18.413   14.029  16.816
    CALIFA860    9.384  14.954    9.441  14.483    8.884  13.300    7.688  10.312   12.067  17.637   12.760  17.802   14.126  18.542   14.292  16.916
    CALIFA861    9.794  15.149    9.787  14.647    7.624  12.729    6.264   9.635   12.477  17.832   13.106  17.966   12.866  17.971   12.868  16.239
    CALIFA862    9.451  14.988    9.349  14.441    5.879  11.920    4.278   8.652   12.134  17.671   12.668  17.760   11.121  17.162   10.882  15.256
    CALIFA863    9.694  15.110    9.679  14.604    7.331  12.618    5.861   9.440   12.377  17.793   12.998  17.923   12.573  17.860   12.465  16.044
    CALIFA864    9.712  15.116    9.751  14.642    8.998  13.412    8.164  10.582   12.395  17.799   13.070  17.961   14.240  18.654   14.768  17.186
    CALIFA865    9.613  15.069    9.664  14.597    8.829  13.343    7.493  10.248   12.296  17.752   12.983  17.916   14.071  18.585   14.097  16.852
    CALIFA866   11.751  16.119   11.856  15.668    9.401  13.540    7.076  10.037   14.434  18.802   15.175  18.987   14.643  18.782   13.680  16.641
    CALIFA867   10.093  15.308   10.096  14.814    9.006  13.462    7.807  10.410   12.776  17.991   13.415  18.133   14.248  18.704   14.411  17.014
    CALIFA868    9.962  15.229    9.902  14.702    6.716  12.300    4.964   8.987   12.645  17.912   13.221  18.021   11.958  17.542   11.568  15.591
    CALIFA869    9.619  15.070    9.630  14.577    6.986  12.379    5.264   9.132   12.302  17.753   12.949  17.896   12.228  17.621   11.868  15.736
    CALIFA870    9.307  14.909    9.310  14.409    8.866  13.252    7.601  10.255   11.990  17.592   12.629  17.728   14.108  18.494   14.205  16.859
    CALIFA871    9.697  15.110    9.666  14.596    7.090  12.477    5.616   9.313   12.380  17.793   12.985  17.915   12.332  17.719   12.220  15.917
    CALIFA872   10.825  15.615   10.754  15.095    8.934  13.092    7.350  10.142   13.508  18.298   14.073  18.414   14.176  18.334   13.954  16.746
    CALIFA873    9.775  15.143    9.309  14.419    6.250  12.084    3.943   8.484   12.458  17.826   12.628  17.738   11.492  17.326   10.547  15.088
    CALIFA874    9.079  14.787    9.118  14.318    7.489  12.705    6.473   9.746   11.762  17.470   12.437  17.637   12.731  17.947   13.077  16.350
    CALIFA875    9.067  14.799    9.114  14.326    7.903  12.913    6.729   9.872   11.750  17.482   12.433  17.645   13.145  18.155   13.333  16.476
    CALIFA876    9.968  15.247    9.922  14.724    6.902  12.418    5.395   9.207   12.651  17.930   13.241  18.043   12.144  17.660   11.999  15.811
    CALIFA877   10.011  15.269    9.522  14.529    6.791  12.375    4.535   8.781   12.694  17.952   12.841  17.848   12.033  17.617   11.139  15.385
    CALIFA878   12.087  16.290   12.210  15.845   10.126  13.828    7.753  10.370   14.770  18.973   15.529  19.164   15.368  19.070   14.357  16.974
    CALIFA879   10.876  15.699   10.825  15.175    8.038  12.979    6.489   9.754   13.559  18.382   14.144  18.494   13.280  18.221   13.093  16.358
    CALIFA880   10.512  15.211   10.313  14.743    7.369  12.406    5.904   9.461   13.195  17.894   13.632  18.062   12.611  17.648   12.508  16.065
    CALIFA881    9.748  15.137    9.790  14.662    9.239  13.514    8.529  10.726   12.431  17.820   13.109  17.981   14.481  18.756   15.133  17.330
    CALIFA882   10.320  15.415   10.365  14.942    9.916  13.843   13.485  12.527   13.003  18.098   13.684  18.261   15.158  19.085   20.089  19.131
    CALIFA883   10.318  15.400   10.378  14.944    9.765  13.804    8.759  10.868   13.001  18.083   13.697  18.263   15.007  19.046   15.363  17.472
    CALIFA884   11.703  16.106   11.705  15.597    8.906  13.316    7.352  10.162   14.386  18.789   15.024  18.916   14.148  18.558   13.956  16.766
    CALIFA885   11.619  16.064   11.584  15.534    8.946  13.110    7.229  10.070   14.302  18.747   14.903  18.853   14.188  18.352   13.833  16.674
    CALIFA886    8.803  14.667    8.748  14.138    6.056  11.964    4.594   8.803   11.486  17.350   12.067  17.457   11.298  17.206   11.198  15.407
    CALIFA887    9.710  15.113    9.621  14.574    6.604  12.256    5.012   9.014   12.393  17.796   12.940  17.893   11.846  17.498   11.616  15.618
    CALIFA888    9.563  15.029    9.601  14.558    9.041  13.351    9.585  11.132   12.246  17.712   12.920  17.877   14.283  18.593   16.189  17.736
    CALIFA889    9.341  14.935    9.225  14.379    5.813  11.881    4.095   8.560   12.024  17.618   12.544  17.698   11.055  17.123   10.699  15.164
    CALIFA890   10.565  15.540   10.571  15.045    8.268  13.068    6.995   9.998   13.248  18.223   13.890  18.364   13.510  18.310   13.599  16.602
    CALIFA891   10.270  15.398   10.212  14.868    7.115  12.495    5.571   9.288   12.953  18.081   13.531  18.187   12.357  17.737   12.175  15.892
    CALIFA892   10.110  15.314    9.971  14.739    6.804  12.279    5.217   9.096   12.793  17.997   13.290  18.058   12.046  17.521   11.821  15.700
    CALIFA893    9.016  14.767    9.043  14.286    8.343  13.057    7.009   9.997   11.699  17.450   12.362  17.605   13.585  18.299   13.613  16.601
    CALIFA894   10.325  15.425   10.345  14.938    8.880  13.342    7.373  10.183   13.008  18.108   13.664  18.257   14.122  18.584   13.977  16.787
    CALIFA895   11.570  16.035   11.555  15.514    9.199  13.428    7.288  10.130   14.253  18.718   14.874  18.833   14.441  18.670   13.892  16.734
    CALIFA896   10.382  15.455   10.222  14.878    6.805  12.377    5.034   9.030   13.065  18.138   13.541  18.197   12.047  17.619   11.638  15.634
    CALIFA897    9.962  15.247    9.237  14.389    6.470  12.217    4.280   8.654   12.645  17.930   12.556  17.708   11.712  17.459   10.884  15.258
    CALIFA898   10.084  15.305    9.997  14.763    6.633  12.280    4.852   8.938   12.767  17.988   13.316  18.082   11.875  17.522   11.456  15.542
    CALIFA899   10.171  15.349   10.011  14.772    6.370  12.157    4.621   8.823   12.854  18.032   13.330  18.091   11.612  17.399   11.225  15.427
    CALIFA900    8.722  14.616    8.785  14.150    7.849  12.688    6.865   9.873   11.405  17.299   12.104  17.469   13.091  17.930   13.469  16.477
    CALIFA901    9.764  15.141    9.653  14.589    6.197  12.056    4.329   8.676   12.447  17.824   12.972  17.908   11.439  17.298   10.933  15.280
    CALIFA902    9.247  14.887    9.314  14.421    8.802  13.201    7.409  10.160   11.930  17.570   12.633  17.740   14.044  18.443   14.013  16.764
    CALIFA903    8.285  14.405    8.334  13.933    7.802  12.816    7.091  10.013   10.968  17.088   11.653  17.252   13.044  18.058   13.695  16.617
    CALIFA904    9.334  14.929    9.098  14.312    5.264  11.608    2.732   7.879   12.017  17.612   12.417  17.631   10.506  16.850    9.336  14.483
    CALIFA905   11.771  16.138   11.774  15.616    8.954  13.312    6.765   9.878   14.454  18.821   15.093  18.935   14.196  18.554   13.369  16.482
    CALIFA906   10.348  15.439   10.288  14.910    6.984  12.459    5.420   9.221   13.031  18.122   13.607  18.229   12.226  17.701   12.024  15.825
    CALIFA907   10.518  15.521   10.424  14.973    7.194  12.540    5.523   9.268   13.201  18.204   13.743  18.292   12.436  17.782   12.127  15.872
    CALIFA908    9.221  14.874    9.240  14.384    8.671  13.099    7.190  10.063   11.904  17.557   12.559  17.703   13.913  18.341   13.794  16.667
    CALIFA909   10.334  15.428   10.186  14.850    6.654  12.272    4.695   8.857   13.017  18.111   13.505  18.169   11.896  17.514   11.299  15.461
    CALIFA910   10.286  15.406   10.222  14.875    7.972  12.897    6.425   9.716   12.969  18.089   13.541  18.194   13.214  18.139   13.029  16.320
    CALIFA911    7.891  14.205    7.945  13.737    7.405  12.477    6.460   9.679   10.574  16.888   11.264  17.056   12.647  17.719   13.064  16.283
    CALIFA912    9.305  14.917    9.340  14.435    8.625  13.042    7.556  10.214   11.988  17.600   12.659  17.754   13.867  18.284   14.160  16.818
    CALIFA913    8.640  14.586    8.467  14.001    4.503  11.230    2.513   7.770   11.323  17.269   11.786  17.320    9.745  16.472    9.117  14.374
    CALIFA914    9.729  15.128    9.705  14.618    6.784  12.168    5.358   9.178   12.412  17.811   13.024  17.937   12.026  17.410   11.962  15.782
    CALIFA915    9.523  15.026    9.434  14.479    6.053  11.991    4.466   8.743   12.206  17.709   12.753  17.798   11.295  17.233   11.070  15.347
    CALIFA916    9.322  14.927    9.377  14.458    8.703  13.280    8.097  10.538   12.005  17.610   12.696  17.777   13.945  18.522   14.701  17.142
    CALIFA917    9.025  14.776    9.062  14.294    8.216  12.934    7.109  10.017   11.708  17.459   12.381  17.613   13.458  18.176   13.713  16.621
    CALIFA918    9.989  15.255    9.807  14.669    6.050  11.997    3.570   8.298   12.672  17.938   13.126  17.988   11.292  17.239   10.174  14.902
    CALIFA919    9.741  15.136    9.767  14.651    8.958  13.341    7.616  10.299   12.424  17.819   13.086  17.970   14.200  18.583   14.220  16.903
    CALIFA920   10.024  15.261    9.978  14.741    6.793  12.344    5.248   9.131   12.707  17.944   13.297  18.060   12.035  17.586   11.852  15.735
    CALIFA921   10.084  15.304   10.097  14.807    8.134  12.931    6.470   9.722   12.767  17.987   13.416  18.126   13.376  18.173   13.074  16.326
    CALIFA922   11.008  15.764   10.880  15.198    7.422  12.661    5.406   9.213   13.691  18.447   14.199  18.517   12.664  17.903   12.010  15.817
    CALIFA923    9.171  14.845    9.200  14.367    8.685  13.248    8.164  10.551   11.854  17.528   12.519  17.686   13.927  18.490   14.768  17.155
    CALIFA924    9.208  14.867    9.215  14.371    6.637  12.258    5.351   9.180   11.891  17.550   12.534  17.690   11.879  17.500   11.955  15.784
    CALIFA925    8.727  14.628    8.729  14.132    6.444  12.168    5.149   9.080   11.410  17.311   12.048  17.451   11.686  17.410   11.753  15.684
    CALIFA926   11.535  16.030   11.281  15.402    7.725  12.818    5.844   9.432   14.218  18.713   14.600  18.721   12.967  18.060   12.448  16.036
    CALIFA927    9.572  15.050    9.407  14.469    5.917  11.912    3.247   8.137   12.255  17.733   12.726  17.788   11.159  17.154    9.851  14.741
    CALIFA928    9.044  14.787    9.028  14.281    6.544  12.192    5.064   9.039   11.727  17.470   12.347  17.600   11.786  17.434   11.668  15.643
    CALIFA929   10.338  15.429   10.212  14.866    6.853  12.372    4.924   8.968   13.021  18.112   13.531  18.185   12.095  17.614   11.528  15.572
    CALIFA930   11.293  15.903   11.261  15.388    7.925  12.909    6.381   9.698   13.976  18.586   14.580  18.707   13.167  18.151   12.985  16.302
    CALIFA931    8.955  14.742    8.921  14.227    6.139  12.030    4.711   8.864   11.638  17.425   12.240  17.546   11.381  17.272   11.315  15.468
    CALIFA932    9.705  15.115    9.739  14.636    9.146  13.460    7.900  10.440   12.388  17.798   13.058  17.955   14.388  18.702   14.504  17.044
    CALIFA933   10.894  15.712   10.786  15.160    7.446  12.697    5.719   9.372   13.577  18.395   14.105  18.479   12.688  17.939   12.323  15.976
    CALIFA934   10.324  15.422   10.247  14.883    7.124  12.474    5.430   9.211   13.007  18.105   13.566  18.202   12.366  17.716   12.034  15.815
    CALIFA935   10.960  15.741   10.824  15.173    7.694  12.790    5.762   9.391   13.643  18.424   14.143  18.492   12.936  18.032   12.366  15.995
    CALIFA936   10.068  15.296   10.110  14.813    7.853  12.811    6.182   9.588   12.751  17.979   13.429  18.132   13.095  18.053   12.786  16.192
    CALIFA937   10.549  15.534   10.470  14.990    7.479  12.680    5.019   9.018   13.232  18.217   13.789  18.309   12.721  17.922   11.623  15.622
    CALIFA938   10.397  15.461   10.261  14.897    7.196  12.573    5.337   9.181   13.080  18.144   13.580  18.216   12.438  17.815   11.941  15.785
    CALIFA939   10.428  15.479   10.397  14.966    7.893  12.910    5.762   9.392   13.111  18.162   13.716  18.285   13.135  18.152   12.366  15.996
   CALIFA1000   10.019  15.271    9.975  14.749    7.480  12.567    5.215   9.102   12.702  17.954   13.294  18.068   12.722  17.809   11.819  15.706
   CALIFA1001   12.701  16.611   12.599  16.060   10.808  14.232    9.025  10.998   15.384  19.294   15.918  19.379   16.050  19.474   15.629  17.602
   CALIFA1002   12.879  16.697   12.868  16.197   10.367  14.041    8.798  10.900   15.562  19.380   16.187  19.516   15.609  19.283   15.402  17.504
   CALIFA1003   11.750  16.140   11.758  15.646    9.209  13.557    6.885   9.955   14.433  18.823   15.077  18.965   14.451  18.799   13.489  16.559
   CALIFA1005   11.060  15.795   11.099  15.314    8.866  13.374    7.546  10.277   13.743  18.478   14.418  18.633   14.108  18.616   14.150  16.881
   CALIFA1007   11.264  15.898   11.230  15.383    8.461  13.198    6.122   9.572   13.947  18.581   14.549  18.702   13.703  18.440   12.726  16.176
   CALIFA1009   11.653  16.092   11.620  15.577    8.640  13.278    7.158  10.087   14.336  18.775   14.939  18.896   13.882  18.520   13.762  16.691
   CALIFA1010   12.162  16.343   12.178  15.853    9.548  13.709    7.277  10.144   14.845  19.026   15.497  19.172   14.790  18.951   13.881  16.748
   CALIFA1011   11.935  16.228   11.823  15.672    9.686  13.682    7.299  10.148   14.618  18.911   15.142  18.991   14.928  18.924   13.903  16.752
   CALIFA1013   10.382  15.457   10.127  14.832    5.767  11.867    2.726   7.877   13.065  18.140   13.446  18.151   11.009  17.109    9.330  14.481
